Price Date,Open Price,High Price,Low Price,Close Price,Trade Value,Number Of Trades,Traded Quantity
11-04-2011,72.7100,73.1700,72.4000,72.8500,0,0,920600
12-04-2011,72.2100,72.4500,71.5200,71.7700,0,0,1414200
13-04-2011,73.4600,73.9100,72.5100,72.9900,0,0,1319700
14-04-2011,72.3200,73.3500,72.1300,73.0100,0,0,1268800
15-04-2011,64.3000,64.5000,61.4000,63.2100,0,0,13273500
18-04-2011,63.7000,63.9500,62.6300,63.4800,0,0,4027700
19-04-2011,64.2400,64.3700,63.0500,63.9000,0,0,2928300
20-04-2011,65.1900,65.3800,64.3900,64.9800,0,0,3638300
21-04-2011,65.1300,65.5300,64.8100,65.0400,0,0,2458400
25-04-2011,65.6500,65.8800,64.9800,65.4500,0,0,2323800
26-04-2011,65.6500,66.2600,65.4300,66.2600,0,0,1926800
27-04-2011,66.2800,66.3000,65.3100,66.1900,0,0,2060800
28-04-2011,65.8900,66.0700,64.3100,64.4200,0,0,3663700
29-04-2011,64.9100,65.2300,64.7800,65.1800,0,0,2800000
02-05-2011,65.6500,65.8500,65.0500,65.4200,0,0,1341700
03-05-2011,65.2100,65.2500,63.5100,64.4700,0,0,2883800
04-05-2011,64.2900,64.7400,63.3300,63.9800,0,0,1949800
05-05-2011,63.3600,64.0000,62.9500,63.3000,0,0,2044300
06-05-2011,64.3100,65.3300,64.2800,64.8200,0,0,2302200
09-05-2011,65.0400,65.1300,64.4500,64.6300,0,0,1392900
10-05-2011,64.4500,65.1100,64.2500,65.0000,0,0,1064300
11-05-2011,64.7900,65.1400,63.8000,64.3600,0,0,1036900
12-05-2011,64.0200,64.5100,63.5100,64.4200,0,0,1500000
13-05-2011,64.2900,64.4400,63.3500,63.5400,0,0,1393100
16-05-2011,63.2500,63.8800,62.4600,62.5600,0,0,1728100
17-05-2011,62.5000,62.7800,61.9000,62.6400,0,0,2078600
18-05-2011,62.8300,63.5500,62.6000,63.1600,0,0,1085400
19-05-2011,63.0000,63.5900,62.2900,62.7000,0,0,1937500
20-05-2011,62.8300,63.4100,62.5100,62.9100,0,0,805600
23-05-2011,62.2100,62.5700,61.8500,62.5100,0,0,1392900
24-05-2011,62.2900,62.8300,62.0600,62.5700,0,0,1324500
25-05-2011,61.4500,61.7700,60.9900,61.6500,0,0,1362200
26-05-2011,61.7500,62.0800,61.0600,61.7800,0,0,1738900
27-05-2011,61.9200,62.2400,61.5800,61.6500,0,0,1011900
31-05-2011,61.8100,62.1700,61.5100,61.7500,0,0,1912000
01-06-2011,62.3100,63.0400,61.6700,61.6900,0,0,1854600
02-06-2011,62.3200,62.6500,61.7700,62.2000,0,0,1108700
03-06-2011,62.0100,63.4000,62.0000,62.6400,0,0,1590100
06-06-2011,62.6700,64.3200,62.4700,63.2800,0,0,2152100
07-06-2011,64.3400,64.6900,63.9800,64.2000,0,0,2312000
08-06-2011,63.8600,64.4000,63.3800,63.7200,0,0,1408600
09-06-2011,63.8200,64.4200,63.7000,64.1800,0,0,1137100
10-06-2011,63.7800,63.8000,62.9300,63.1400,0,0,974800
13-06-2011,63.8100,64.1700,63.2400,63.3700,0,0,1319600
14-06-2011,64.1100,64.1800,63.4100,63.6400,0,0,1644600
15-06-2011,63.3200,63.3200,61.8600,62.2700,0,0,1360400
16-06-2011,62.0600,62.2600,61.2200,61.6400,0,0,1447800
17-06-2011,62.2700,62.3200,61.5600,61.6300,0,0,1494100
20-06-2011,60.6600,61.3300,60.3000,60.7000,0,0,1420400
21-06-2011,61.0000,61.8100,60.6200,61.7500,0,0,1056600
22-06-2011,61.6200,62.0500,61.1700,61.5300,0,0,941500
23-06-2011,61.0600,62.2800,60.8800,62.2000,0,0,1157400
24-06-2011,63.5700,63.5800,62.0000,62.3600,0,0,1423200
27-06-2011,62.9900,63.7700,62.9100,63.4200,0,0,1311200
28-06-2011,63.4900,64.2800,63.2300,64.1700,0,0,910700
29-06-2011,64.3600,64.6600,63.9900,64.4900,0,0,683300
30-06-2011,64.8700,65.4800,64.7600,65.2300,0,0,985700
01-07-2011,65.6000,66.1400,65.2600,66.0700,0,0,1138800
05-07-2011,66.5000,66.7500,66.1000,66.7200,0,0,1127700
06-07-2011,66.6700,66.7200,66.0200,66.4600,0,0,1057400
07-07-2011,67.3600,68.5200,67.1600,68.2500,0,0,1784000
08-07-2011,67.0900,67.9400,66.4000,67.2100,0,0,2303400
11-07-2011,65.9900,66.0200,64.9600,65.1000,0,0,2242800
12-07-2011,61.7700,62.7200,60.9000,61.4400,0,0,4714300
13-07-2011,62.0500,62.2100,60.9000,61.2600,0,0,3455600
14-07-2011,61.5500,62.4300,60.9600,61.1600,0,0,1994300
15-07-2011,61.6000,62.2000,61.0200,61.3900,0,0,1335700
18-07-2011,60.9700,61.0100,60.0600,60.6400,0,0,1601300
19-07-2011,61.4000,62.0900,61.3500,62.0100,0,0,1180100
20-07-2011,61.7400,61.8400,61.0700,61.6200,0,0,1038600
21-07-2011,62.5700,63.2400,62.0100,62.6600,0,0,1659500
22-07-2011,63.0600,64.0000,63.0600,63.6200,0,0,1606600
25-07-2011,62.9600,63.2800,62.6700,62.8700,0,0,1407800
26-07-2011,63.1200,63.4000,62.7800,63.1600,0,0,948600
27-07-2011,62.8300,63.1000,61.6900,61.9900,0,0,2790900
28-07-2011,61.9000,62.5000,61.6300,61.8000,0,0,1435200
29-07-2011,62.1000,62.8200,61.8900,62.2200,0,0,2042900
01-08-2011,63.2600,63.5700,62.3500,63.2500,0,0,2905500
02-08-2011,62.2000,62.8300,61.1800,61.2900,0,0,2398800
03-08-2011,61.4400,61.8700,60.1200,61.5700,0,0,1951100
04-08-2011,60.5600,60.5600,58.1000,58.1500,0,0,3761300
05-08-2011,57.6900,58.5000,56.3700,57.3900,0,0,2973400
08-08-2011,54.9000,55.5100,52.7400,53.3900,0,0,3758000
09-08-2011,53.6400,55.3000,53.1100,55.2800,0,0,3490500
10-08-2011,53.8000,53.9600,52.4400,52.5100,0,0,2337900
11-08-2011,53.1000,54.3900,52.7800,53.9800,0,0,3087100
12-08-2011,53.0000,54.1300,52.6100,53.7800,0,0,2314700
15-08-2011,54.0700,54.3800,53.5600,54.2000,0,0,1715300
16-08-2011,53.5900,53.8200,52.9700,53.2200,0,0,1775100
17-08-2011,53.6400,54.6100,53.5100,54.0600,0,0,2348800
18-08-2011,51.4500,51.6700,47.5600,47.8800,0,0,5488100
19-08-2011,47.9100,48.7000,47.3300,47.5600,0,0,3046500
22-08-2011,48.4800,48.4800,47.4500,48.1000,0,0,2534900
23-08-2011,49.0100,49.9600,48.6800,49.9000,0,0,2106100
24-08-2011,49.4300,49.6300,48.2400,49.5100,0,0,1613800
25-08-2011,47.9800,48.4800,47.5300,47.6600,0,0,3011900
26-08-2011,47.4100,48.7600,46.4900,48.4100,0,0,1771200
29-08-2011,49.7500,51.6700,49.5000,51.3400,0,0,2402300
30-08-2011,51.0600,51.5600,50.7100,50.9800,0,0,1521200
31-08-2011,51.5000,52.2400,51.2900,51.6200,0,0,1203600
01-09-2011,51.8700,52.0000,50.6900,50.9400,0,0,2141700
02-09-2011,50.0200,50.4500,49.5500,49.5900,0,0,1678300
06-09-2011,49.0900,49.3700,48.3600,48.9400,0,0,2374400
07-09-2011,49.7100,50.2500,49.6500,50.0500,0,0,1729500
08-09-2011,49.9500,50.3400,49.3800,49.6300,0,0,1832800
09-09-2011,48.7800,48.7900,47.0700,47.1700,0,0,2791400
12-09-2011,46.3100,47.5800,46.1300,47.4700,0,0,2393200
13-09-2011,47.4600,48.4500,47.3400,48.0600,0,0,2056000
14-09-2011,49.4400,50.3700,48.7100,49.8200,0,0,2616000
15-09-2011,50.7800,51.3600,49.9900,50.6200,0,0,1469100
16-09-2011,50.8500,51.0900,50.0000,50.6400,0,0,2049800
19-09-2011,49.3900,49.6900,48.7500,49.4400,0,0,1050300
20-09-2011,50.2600,50.7500,49.9000,49.9500,0,0,1307800
21-09-2011,50.3200,50.7700,48.5500,49.0000,0,0,2167900
22-09-2011,47.2700,48.0200,46.1200,47.0100,0,0,2888500
23-09-2011,46.9000,48.3000,46.8400,48.2300,0,0,1867100
26-09-2011,48.2800,48.8300,47.3000,48.7100,0,0,1583500
27-09-2011,49.8300,52.4600,49.7600,51.2100,0,0,3273800
28-09-2011,51.1300,51.7900,50.6700,50.8300,0,0,3013400
29-09-2011,51.9500,53.1500,50.9100,51.7500,0,0,3498800
30-09-2011,51.1000,51.5900,50.6300,51.0700,0,0,2625400
03-10-2011,50.4000,51.8600,49.7700,50.0400,0,0,2416800
04-10-2011,48.9600,50.8000,48.4100,50.7200,0,0,2310000
05-10-2011,50.6000,51.5000,50.0300,51.4200,0,0,1521100
06-10-2011,51.5000,52.7600,50.8100,52.6500,0,0,2198200
07-10-2011,52.0600,53.0700,51.8600,52.2800,0,0,2862600
10-10-2011,53.2100,53.8400,52.8800,53.8300,0,0,1672300
11-10-2011,51.4400,52.7500,51.4100,52.6600,0,0,3252200
12-10-2011,56.0000,58.3600,55.5800,56.3400,0,0,6052300
13-10-2011,55.5400,56.1300,55.3600,55.9100,0,0,2421400
14-10-2011,56.8800,57.1100,56.3000,57.0000,0,0,1613800
17-10-2011,56.5000,56.5100,54.9800,55.0500,0,0,2654100
18-10-2011,55.3000,56.0300,54.2900,55.8100,0,0,1450900
19-10-2011,55.3900,56.0100,54.8800,54.9900,0,0,1364200
20-10-2011,55.4200,55.4800,53.9700,54.4000,0,0,1646400
21-10-2011,55.0500,55.7500,54.8500,55.5700,0,0,1358900
24-10-2011,55.8900,57.9300,55.5300,57.6400,0,0,2253000
25-10-2011,57.9200,58.6000,57.4800,57.6300,0,0,2764900
26-10-2011,57.7300,58.1900,56.4700,57.6500,0,0,1580300
27-10-2011,59.2800,61.4800,59.2600,60.8700,0,0,2216600
28-10-2011,59.0800,60.3200,58.6700,60.2400,0,0,1891000
31-10-2011,59.2800,59.4000,58.5400,58.5900,0,0,1550600
01-11-2011,57.5000,57.9500,56.6800,57.5000,0,0,2378200
02-11-2011,57.5000,58.6800,57.1000,58.5500,0,0,1881800
03-11-2011,58.1500,58.8800,57.1700,58.7500,0,0,2451900
04-11-2011,57.9700,58.1700,57.2300,58.0800,0,0,1627700
07-11-2011,58.1300,58.3300,57.3200,57.9500,0,0,700300
08-11-2011,58.1800,58.4600,57.5000,58.3900,0,0,717500
09-11-2011,56.8900,57.1400,55.9200,56.0300,0,0,2076700
10-11-2011,56.6700,56.8500,55.6200,56.0200,0,0,1381600
11-11-2011,56.3100,57.2800,55.9800,57.2100,0,0,1339200
14-11-2011,56.7100,56.7400,55.0800,55.4300,0,0,1666400
15-11-2011,55.4600,55.9000,54.7300,55.6000,0,0,1598100
16-11-2011,55.0900,55.4200,54.3500,54.4000,0,0,1719500
17-11-2011,54.3300,55.0100,53.2900,53.4200,0,0,1487500
18-11-2011,53.4300,53.5600,53.0100,53.0900,0,0,1313500
21-11-2011,51.1400,51.3500,49.9300,50.9800,0,0,2256400
22-11-2011,51.3800,51.7200,50.5900,51.0000,0,0,2484100
23-11-2011,50.4800,50.4800,49.3100,49.6300,0,0,1731300
25-11-2011,49.2500,50.5100,49.2000,49.9700,0,0,878600
28-11-2011,50.9200,51.9600,50.5600,51.0000,0,0,1584300
29-11-2011,50.4900,51.4700,50.1800,50.5600,0,0,1805300
30-11-2011,51.8000,52.5100,51.5400,51.6200,0,0,2221800
01-12-2011,51.9400,52.5300,51.5300,52.4100,0,0,1986000
02-12-2011,53.0700,53.2900,52.5300,52.8100,0,0,1072900
05-12-2011,53.7000,53.8300,52.9900,53.2700,0,0,1033600
06-12-2011,53.1300,53.2600,52.4200,52.7500,0,0,821900
07-12-2011,52.9500,53.1700,52.2300,52.8900,0,0,1905300
08-12-2011,51.9400,52.1400,50.5200,50.6000,0,0,2220200
09-12-2011,51.3200,52.6600,51.2900,52.4900,0,0,1261800
12-12-2011,51.9100,51.9100,51.1500,51.6000,0,0,960200
13-12-2011,52.0500,52.3300,51.2800,51.6700,0,0,1646700
14-12-2011,51.0700,51.1300,49.7300,49.8400,0,0,1795900
15-12-2011,50.7200,50.9900,49.9200,50.0900,0,0,1177600
16-12-2011,51.0500,51.3900,50.2500,50.3700,0,0,3134200
19-12-2011,50.1000,50.4300,49.1600,49.4000,0,0,1779100
20-12-2011,50.3800,51.8100,50.0300,51.4700,0,0,2032700
21-12-2011,51.2400,51.4200,48.6900,49.3500,0,0,3542000
22-12-2011,50.6100,51.2000,50.5000,51.0700,0,0,1695600
23-12-2011,50.9500,51.3900,50.6200,51.1500,0,0,528300
27-12-2011,51.2800,51.7200,51.2800,51.3500,0,0,493900
28-12-2011,51.7300,52.1800,50.8100,51.0100,0,0,1031500
29-12-2011,50.9900,51.3900,50.7700,51.3300,0,0,1857930
30-12-2011,51.3500,51.8000,51.3400,51.3800,0,0,789500
03-01-2012,53.6500,54.4400,53.3000,53.4500,0,0,1765400
04-01-2012,53.6000,54.0600,53.1100,53.2000,0,0,1239200
05-01-2012,53.2100,54.3500,53.1200,54.0100,0,0,1543400
06-01-2012,53.8100,54.0000,53.1200,53.9200,0,0,1353000
09-01-2012,54.1700,55.4600,54.0200,55.3400,0,0,2110000
10-01-2012,55.7700,56.1500,55.3400,55.9200,0,0,1647200
11-01-2012,54.8600,56.8800,54.7300,56.8700,0,0,2833800
12-01-2012,51.0200,52.1300,51.0100,51.8500,0,0,6973800
13-01-2012,51.1200,51.2900,50.2800,51.0800,0,0,1962000
17-01-2012,52.1700,52.3000,51.6500,51.9200,0,0,1656600
18-01-2012,51.5200,52.1500,51.3200,51.8000,0,0,1741600
19-01-2012,51.7900,52.1200,51.4300,51.7000,0,0,2014100
20-01-2012,51.6100,52.7300,51.6000,52.2900,0,0,2669800
23-01-2012,52.1900,53.1000,52.1100,52.8100,0,0,2089400
24-01-2012,52.6900,53.9000,52.6700,53.5900,0,0,1822300
25-01-2012,53.2700,54.3400,53.1300,54.2200,0,0,1474200
26-01-2012,55.0700,55.3000,54.4400,54.8300,0,0,1897700
27-01-2012,55.2700,55.4500,53.9100,54.3100,0,0,2136000
30-01-2012,54.1500,54.3700,53.6800,54.2900,0,0,1181600
31-01-2012,55.2500,55.6900,54.2900,54.9900,0,0,2128200
01-02-2012,55.5200,55.6700,54.9700,55.4700,0,0,2114000
02-02-2012,55.8000,56.2900,55.3500,55.5000,0,0,1489900
03-02-2012,56.9500,57.7000,56.6700,57.0900,0,0,1766300
06-02-2012,56.3600,56.7500,56.0400,56.3300,0,0,1240600
07-02-2012,55.6400,56.2500,55.4200,56.0100,0,0,1188000
08-02-2012,56.2000,56.2000,55.2400,55.7300,0,0,1814700
09-02-2012,56.6000,57.0000,55.9900,56.3000,0,0,1519800
10-02-2012,55.5400,56.2300,55.4700,55.7100,0,0,1098100
13-02-2012,56.4300,56.4700,55.7600,56.0300,0,0,1084900
14-02-2012,56.2300,57.2900,56.0600,57.2300,0,0,2996300
15-02-2012,57.8600,59.3100,57.7600,58.7900,0,0,3563800
16-02-2012,58.7500,59.4500,58.6800,59.4100,0,0,1529800
17-02-2012,59.9900,60.0000,59.1600,59.6000,0,0,1031300
21-02-2012,59.4000,60.2400,59.1600,59.5400,0,0,1862000
22-02-2012,59.7400,60.8600,59.5800,60.1000,0,0,1392000
23-02-2012,59.9100,59.9100,59.1200,59.6500,0,0,2027600
24-02-2012,59.9800,60.2600,59.3500,59.6300,0,0,1592300
27-02-2012,58.9300,59.0000,57.9900,58.7200,0,0,1463300
28-02-2012,58.4200,58.7000,58.0300,58.5100,0,0,1261200
29-02-2012,58.2500,58.3900,57.6300,57.6800,0,0,2147300
01-03-2012,57.8400,58.2500,57.4600,57.8800,0,0,1392700
